,idade_pessoa,salario_pessoa,situacao_propriedade_pessoa,tempo_trabalhado_pessoa,foi_inadimplente_bc,motivo_emprestimo,pontuacao_emprestimo,valor_emprestimo,taxa_juros_emprestimo,possibilidade_inadimplencia
9154,31.0,60682.0,Aluguel,3.0,0,Empreendimento,A,8650.0,8.49,0
9155,42.0,35000.0,Própria,12.0,0,Pessoal,A,2000.0,7.37,0
9156,34.0,195000.0,Hipoteca,18.0,0,Pessoal,A,6000.0,6.92,0
9157,27.0,61000.0,Hipoteca,11.0,0,Médico,B,1200.0,10.37,0
9158,23.0,90096.0,Hipoteca,0.0,0,Educativo,C,10150.0,11.97,0
9159,25.0,86000.0,Aluguel,9.0,1,Educativo,D,16000.0,16.29,0
9160,24.0,46500.0,Aluguel,2.0,1,Melhora do lar,C,8000.0,15.23,1
9161,22.0,62000.0,Hipoteca,5.0,0,Médico,B,3000.0,8.7,0
9162,29.0,70000.0,Aluguel,2.0,0,Médico,C,20000.0,13.85,0
9163,29.0,32000.0,Hipoteca,13.0,0,Melhora do lar,A,8000.0,5.99,0
9164,22.0,55000.0,Hipoteca,2.0,0,Médico,C,4800.0,12.98,0
9165,31.0,52000.0,Hipoteca,8.0,0,Melhora do lar,A,6400.0,7.88,0
9166,22.0,42000.0,Aluguel,2.0,1,Pessoal,C,5000.0,12.87,0
9167,27.0,120000.0,Hipoteca,4.0,1,Pagamento de débitos,C,15000.0,13.49,0
9168,28.0,158367.0,Hipoteca,5.0,0,Médico,A,12000.0,6.62,0
9169,27.0,33000.0,Aluguel,2.0,1,Médico,D,7500.0,15.65,1
9170,26.0,110000.0,Hipoteca,0.0,0,Empreendimento,A,15600.0,6.17,0
9171,24.0,72000.0,Aluguel,8.0,0,Educativo,B,5500.0,9.91,0
9172,38.0,65000.0,Hipoteca,6.0,0,Médico,C,11500.0,13.92,0
9173,22.0,58200.0,Hipoteca,1.0,0,Educativo,C,10000.0,12.53,0
9174,35.0,52000.0,Aluguel,2.0,0,Médico,B,3000.0,11.48,0
9175,25.0,30000.0,Própria,0.0,0,Pessoal,A,3425.0,6.17,0
9176,21.0,50000.0,Aluguel,2.0,0,Educativo,D,18000.0,14.74,1
9177,24.0,101900.0,Hipoteca,0.0,0,Empreendimento,A,13600.0,6.62,0
9178,25.0,50000.0,Própria,9.0,0,Educativo,E,9175.0,19.42,0
9179,52.0,54833.0,Aluguel,14.0,0,Melhora do lar,A,20000.0,7.49,1
9180,29.0,180000.0,Hipoteca,2.0,1,Pessoal,E,31000.0,19.42,0
9181,24.0,90000.0,Hipoteca,7.0,0,Educativo,B,35000.0,10.65,0
9182,24.0,33996.0,Aluguel,2.0,0,Empreendimento,D,5000.0,12.92,1
9183,32.0,51400.0,Aluguel,1.0,0,Melhora do lar,A,8000.0,7.51,0
9184,23.0,30000.0,Aluguel,0.0,0,Educativo,A,6000.0,8.49,0
9185,25.0,38004.0,Aluguel,6.0,0,Médico,C,20000.0,13.11,1
9186,36.0,40000.0,Aluguel,2.0,0,Educativo,C,11250.0,14.27,0
9187,40.0,28800.0,Aluguel,2.0,0,Médico,B,4000.0,10.74,0
9188,25.0,49000.0,Aluguel,10.0,0,Educativo,A,9600.0,7.51,1
9189,27.0,65000.0,Aluguel,5.0,0,Pessoal,E,7000.0,16.82,0
9190,43.0,54000.0,Aluguel,0.0,1,Melhora do lar,D,9000.0,15.65,1
9191,30.0,175000.0,Aluguel,1.0,0,Educativo,A,18000.0,5.79,0
9192,24.0,42000.0,Hipoteca,5.0,0,Pagamento de débitos,A,19200.0,7.9,0
9193,23.0,62500.0,Aluguel,1.0,0,Educativo,B,24250.0,10.62,1
9194,24.0,91000.0,Hipoteca,8.0,0,Pagamento de débitos,B,2400.0,9.91,0
9195,29.0,26400.0,Aluguel,2.0,0,Empreendimento,B,6500.0,10.38,0
9196,29.0,28000.0,Aluguel,0.0,1,Médico,C,10000.0,12.84,1
9197,24.0,50000.0,Hipoteca,2.0,0,Pessoal,A,7000.0,5.42,0
9198,26.0,44000.0,Aluguel,0.0,1,Médico,E,8400.0,14.5,1
9199,26.0,55000.0,Própria,10.0,0,Empreendimento,C,14500.0,12.73,0
9200,22.0,43600.0,Hipoteca,4.0,0,Pagamento de débitos,D,10000.0,14.96,1
9201,38.0,51000.0,Aluguel,3.0,0,Melhora do lar,B,17000.0,10.38,1
9202,23.0,96000.0,Hipoteca,4.0,0,Pessoal,A,9000.0,6.62,0
9203,30.0,95000.0,Hipoteca,6.0,0,Pagamento de débitos,A,12000.0,8.94,0
9204,33.0,63996.0,Hipoteca,15.0,0,Pagamento de débitos,A,3200.0,5.42,0
9205,31.0,110000.0,Hipoteca,5.0,1,Empreendimento,D,5000.0,14.96,0
9206,22.0,60000.0,Hipoteca,6.0,0,Educativo,B,6000.0,9.91,0
9207,29.0,78200.0,Aluguel,5.0,0,Médico,B,23500.0,11.36,0
9208,26.0,65000.0,Hipoteca,7.0,0,Melhora do lar,B,14400.0,9.99,0
9209,22.0,31000.0,Aluguel,6.0,0,Pessoal,A,10000.0,8.9,1
9210,31.0,140000.0,Hipoteca,2.0,0,Melhora do lar,B,11000.0,10.0,0
9211,34.0,40000.0,Aluguel,2.0,0,Empreendimento,B,5000.0,12.53,0
9212,35.0,80004.0,Hipoteca,2.0,0,Pessoal,B,3200.0,11.11,0
9213,25.0,95000.0,Hipoteca,7.0,0,Pessoal,A,5000.0,7.43,0
9214,64.0,56000.0,Aluguel,0.0,1,Pagamento de débitos,E,10000.0,16.82,1
9215,22.0,24000.0,Própria,1.0,1,Médico,C,6000.0,12.68,0
9216,22.0,33000.0,Aluguel,6.0,0,Pessoal,B,10000.0,12.42,1
9217,35.0,25200.0,Aluguel,2.0,1,Pagamento de débitos,C,7050.0,12.23,0
9218,25.0,49000.0,Aluguel,10.0,0,Educativo,A,9600.0,7.51,1
9219,24.0,87700.0,Hipoteca,8.0,0,Melhora do lar,B,25000.0,10.25,0
9220,22.0,34000.0,Aluguel,2.0,1,Médico,C,7500.0,12.53,1
9221,24.0,45000.0,Aluguel,0.0,1,Empreendimento,C,10000.0,13.11,0
9222,24.0,70000.0,Hipoteca,2.0,0,Educativo,C,6000.0,15.23,0
9223,26.0,78000.0,Hipoteca,10.0,0,Educativo,A,10000.0,9.63,1
9224,26.0,78420.0,Hipoteca,2.0,0,Melhora do lar,B,8000.0,11.49,0
9225,23.0,57800.0,Aluguel,2.0,0,Médico,B,6000.0,10.99,1
9226,23.0,30000.0,Aluguel,5.0,0,Médico,A,8250.0,7.51,0
9227,34.0,50725.0,Aluguel,1.0,1,Empreendimento,C,5400.0,13.16,0
9228,24.0,24000.0,Aluguel,1.0,0,Médico,B,2500.0,10.74,0
9229,26.0,157500.0,Hipoteca,4.0,0,Pessoal,B,25000.0,11.86,0
9230,28.0,64600.0,Hipoteca,12.0,0,Médico,A,5000.0,8.94,1
9231,32.0,50004.0,Hipoteca,2.0,1,Educativo,C,6250.0,12.87,0
9232,41.0,109920.0,Hipoteca,18.0,1,Pagamento de débitos,C,20000.0,13.35,0
9233,26.0,53000.0,Hipoteca,10.0,0,Médico,C,11500.0,14.65,0
9234,27.0,48000.0,Aluguel,3.0,0,Pagamento de débitos,D,10800.0,15.99,1
9235,26.0,104000.0,Aluguel,0.0,0,Pagamento de débitos,B,20000.0,10.74,0
9236,23.0,50000.0,Aluguel,7.0,0,Pagamento de débitos,A,5000.0,7.4,0
9237,38.0,81000.0,Aluguel,0.0,0,Melhora do lar,A,24000.0,8.49,0
9238,22.0,37000.0,Aluguel,3.0,0,Pessoal,B,15000.0,10.25,1
9239,27.0,47000.0,Aluguel,1.0,0,Médico,B,13000.0,10.99,0
9240,35.0,70000.0,Aluguel,2.0,0,Educativo,C,2000.0,13.72,0
9241,42.0,65000.0,Própria,6.0,0,Educativo,A,22750.0,8.9,0
9242,22.0,87000.0,Aluguel,5.0,0,Educativo,C,20000.0,13.85,0
9243,28.0,103241.0,Aluguel,2.0,0,Pagamento de débitos,B,10000.0,9.88,0
9244,21.0,146000.0,Hipoteca,5.0,0,Pagamento de débitos,C,4000.0,13.72,0
9245,24.0,50496.0,Hipoteca,3.0,0,Pessoal,B,3000.0,11.99,0
9246,24.0,100000.0,Hipoteca,8.0,1,Pessoal,D,17400.0,16.07,0
9247,25.0,113000.0,Aluguel,8.0,0,Pagamento de débitos,B,14400.0,11.71,1
9248,28.0,50000.0,Hipoteca,12.0,1,Educativo,C,18000.0,13.49,0
9249,25.0,69000.0,Aluguel,3.0,1,Melhora do lar,D,10000.0,14.09,1
9250,28.0,72000.0,Aluguel,4.0,1,Empreendimento,C,12000.0,13.49,0
9251,31.0,60000.0,Aluguel,3.0,0,Médico,C,9000.0,13.06,0
9252,27.0,68255.0,Hipoteca,6.0,1,Médico,E,17500.0,17.93,1
9253,24.0,95000.0,Hipoteca,0.0,0,Médico,B,12000.0,10.36,0
9254,22.0,52000.0,Aluguel,1.0,0,Empreendimento,A,5000.0,6.99,0
9255,23.0,54400.0,Aluguel,2.0,0,Médico,D,5000.0,16.49,1
9256,31.0,90000.0,Hipoteca,3.0,0,Melhora do lar,C,12000.0,13.48,0
9257,30.0,57000.0,Aluguel,4.0,0,Empreendimento,C,7500.0,14.27,0
9258,25.0,45000.0,Aluguel,5.0,0,Médico,B,2500.0,12.69,0
9259,21.0,72252.0,Hipoteca,0.0,0,Empreendimento,A,8000.0,6.99,0
9260,29.0,84000.0,Hipoteca,1.0,0,Melhora do lar,B,20000.0,11.83,0
9261,21.0,35000.0,Aluguel,6.0,0,Empreendimento,A,10000.0,7.66,0
9262,31.0,60000.0,Hipoteca,5.0,1,Empreendimento,F,19400.0,18.53,0
9263,32.0,64052.0,Aluguel,3.0,0,Melhora do lar,B,4875.0,10.74,0
9264,23.0,60000.0,Aluguel,7.0,1,Educativo,D,4000.0,15.33,0
9265,22.0,19000.0,Própria,6.0,0,Médico,A,3625.0,8.49,1
9266,39.0,34000.0,Aluguel,1.0,0,Melhora do lar,D,14000.0,17.58,1
9267,26.0,63000.0,Aluguel,3.0,0,Melhora do lar,C,6000.0,13.23,0
9268,28.0,110000.0,Própria,1.0,0,Melhora do lar,E,5000.0,17.51,0
9269,26.0,130000.0,Hipoteca,9.0,0,Educativo,A,7000.0,8.0,0
9270,25.0,75000.0,Aluguel,8.0,0,Pessoal,B,9600.0,12.69,0
9271,32.0,39000.0,Hipoteca,7.0,1,Melhora do lar,D,2800.0,12.17,1
9272,29.0,21996.0,Aluguel,6.0,1,Pagamento de débitos,D,8500.0,14.11,1
9273,27.0,38000.0,Aluguel,11.0,0,Educativo,B,3200.0,12.42,0
9274,22.0,48000.0,Aluguel,1.0,0,Médico,B,13000.0,9.99,0
9275,36.0,95000.0,Aluguel,2.0,0,Pessoal,B,12000.0,10.99,0
9276,22.0,82000.0,Hipoteca,3.0,0,Pessoal,B,8300.0,11.46,0
9277,28.0,50000.0,Hipoteca,1.0,0,Empreendimento,A,8000.0,5.99,0
9278,34.0,26000.0,Aluguel,2.0,0,Empreendimento,B,10000.0,12.42,1
9279,23.0,48600.0,Aluguel,2.0,0,Pagamento de débitos,B,4800.0,10.36,0
9280,22.0,51000.0,Aluguel,6.0,0,Educativo,A,10000.0,5.42,1
9281,34.0,33000.0,Aluguel,3.0,0,Médico,A,8875.0,7.66,0
9282,26.0,135000.0,Aluguel,10.0,0,Pessoal,B,14275.0,9.45,0
9283,31.0,24000.0,Aluguel,0.0,0,Pagamento de débitos,A,9925.0,6.62,1
9284,29.0,25000.0,Aluguel,0.0,0,Pessoal,B,4125.0,11.71,0
9285,25.0,115000.0,Hipoteca,1.0,1,Educativo,D,20000.0,15.65,0
9286,23.0,86000.0,Hipoteca,5.0,0,Educativo,A,21000.0,8.9,0
9287,24.0,30000.0,Aluguel,1.0,1,Melhora do lar,D,5000.0,15.7,1
9288,23.0,76500.0,Hipoteca,2.0,0,Educativo,A,4800.0,7.51,0
9289,36.0,54000.0,Aluguel,2.0,0,Melhora do lar,C,2225.0,10.59,1
9290,22.0,50000.0,Aluguel,0.0,0,Pessoal,A,10000.0,7.88,0
9291,27.0,40200.0,Aluguel,2.0,0,Empreendimento,B,6600.0,11.14,0
9292,30.0,54000.0,Aluguel,2.0,0,Melhora do lar,E,5000.0,15.13,1
9293,27.0,100000.0,Aluguel,4.0,0,Médico,B,20000.0,11.12,0
9294,22.0,38004.0,Hipoteca,7.0,0,Pagamento de débitos,D,3600.0,17.27,1
9295,38.0,43000.0,Aluguel,4.0,0,Pagamento de débitos,B,3500.0,11.83,0
9296,22.0,22000.0,Aluguel,6.0,0,Médico,C,4350.0,11.54,0
9297,30.0,83000.0,Hipoteca,4.0,0,Pagamento de débitos,B,20000.0,11.11,0
9298,29.0,138000.0,Hipoteca,2.0,0,Pessoal,E,24000.0,16.35,1
9299,22.0,30000.0,Hipoteca,6.0,0,Empreendimento,A,6950.0,9.32,0
9300,27.0,72000.0,Aluguel,4.0,0,Pagamento de débitos,C,6000.0,15.96,0
9301,22.0,38000.0,Aluguel,5.0,0,Pessoal,A,7500.0,5.79,0
9302,49.0,70000.0,Aluguel,4.0,0,Educativo,B,17000.0,11.71,0
9303,28.0,51996.0,Aluguel,11.0,0,Melhora do lar,A,9600.0,9.07,0
9304,24.0,85000.0,Hipoteca,4.0,0,Educativo,B,1000.0,9.99,0
9305,22.0,63000.0,Aluguel,6.0,0,Pessoal,B,6000.0,11.49,0
9306,22.0,30000.0,Aluguel,6.0,0,Educativo,B,7000.0,9.62,1
9307,29.0,115000.0,Aluguel,5.0,0,Melhora do lar,A,7500.0,5.99,0
9308,25.0,19800.0,Aluguel,0.0,1,Pagamento de débitos,C,5000.0,13.49,1
9309,31.0,305000.0,Hipoteca,0.0,1,Melhora do lar,D,35000.0,17.58,0
9310,22.0,14400.0,Própria,2.0,0,Médico,B,4000.0,10.99,1
9311,22.0,64000.0,Aluguel,7.0,1,Educativo,D,13000.0,14.11,0
9312,27.0,65000.0,Hipoteca,11.0,0,Empreendimento,A,8000.0,7.49,0
9313,23.0,42000.0,Aluguel,5.0,1,Educativo,E,3000.0,17.93,0
9314,38.0,55000.0,Hipoteca,16.0,0,Educativo,A,11700.0,7.66,0
9315,26.0,71000.0,Aluguel,10.0,1,Melhora do lar,C,8000.0,13.49,0
9316,29.0,280000.0,Hipoteca,6.0,0,Empreendimento,C,15000.0,12.99,0
9317,32.0,22800.0,Aluguel,1.0,0,Empreendimento,D,7125.0,15.28,1
9318,22.0,53000.0,Aluguel,2.0,0,Educativo,A,16000.0,7.9,0
9319,22.0,63000.0,Aluguel,2.0,0,Empreendimento,A,5000.0,7.74,0
9320,23.0,45000.0,Aluguel,2.0,0,Empreendimento,B,6000.0,11.86,0
9321,24.0,75000.0,Aluguel,0.0,0,Pagamento de débitos,B,17000.0,12.53,0
9322,33.0,75000.0,Hipoteca,6.0,0,Pessoal,A,12000.0,5.42,0
9323,29.0,66000.0,Hipoteca,4.0,0,Empreendimento,A,3000.0,5.42,0
9324,24.0,42000.0,Hipoteca,8.0,0,Pessoal,B,12000.0,10.38,0
9325,25.0,75181.0,Hipoteca,9.0,0,Médico,A,6000.0,7.51,0
9326,26.0,31000.0,Hipoteca,9.0,0,Melhora do lar,A,15000.0,7.9,1
9327,23.0,91092.0,Hipoteca,2.0,0,Pessoal,C,10000.0,13.43,0
9328,27.0,54000.0,Hipoteca,1.0,1,Pagamento de débitos,C,6000.0,14.27,0
9329,22.0,34000.0,Aluguel,2.0,0,Melhora do lar,D,11000.0,15.99,1
9330,22.0,33996.0,Aluguel,3.0,0,Educativo,A,2000.0,8.0,0
9331,26.0,50000.0,Aluguel,5.0,0,Educativo,C,18000.0,13.11,1
9332,24.0,77964.0,Aluguel,4.0,0,Pagamento de débitos,D,9600.0,14.42,1
9333,24.0,33600.0,Aluguel,1.0,0,Pessoal,D,7800.0,16.49,1
9334,26.0,35000.0,Própria,1.0,0,Empreendimento,A,4175.0,7.74,0
9335,37.0,130000.0,Aluguel,2.0,0,Empreendimento,B,13000.0,9.88,0
9336,25.0,60000.0,Hipoteca,9.0,0,Pessoal,A,1800.0,8.49,0
9337,24.0,100300.0,Hipoteca,2.0,1,Médico,D,30000.0,14.91,1
9338,38.0,74000.0,Aluguel,21.0,0,Pagamento de débitos,B,4000.0,11.26,0
9339,37.0,44000.0,Hipoteca,14.0,0,Pessoal,A,5000.0,7.49,0
9340,31.0,106000.0,Hipoteca,15.0,0,Melhora do lar,B,2400.0,9.63,0
9341,27.0,103250.0,Aluguel,1.0,0,Empreendimento,C,25000.0,12.73,0
9342,50.0,120000.0,Aluguel,0.0,0,Médico,B,12000.0,9.62,0
9343,21.0,32900.0,Hipoteca,2.0,0,Médico,B,3000.0,9.99,0
9344,23.0,57000.0,Hipoteca,7.0,0,Pessoal,A,9250.0,5.99,0
9345,34.0,34000.0,Aluguel,0.0,0,Pessoal,A,8000.0,7.9,0
9346,25.0,38400.0,Hipoteca,2.0,0,Pagamento de débitos,A,10000.0,7.29,0
9347,29.0,74872.0,Aluguel,4.0,0,Pessoal,A,15000.0,7.88,0
9348,24.0,48000.0,Hipoteca,4.0,0,Médico,A,4000.0,5.42,0
9349,41.0,55000.0,Hipoteca,17.0,0,Pessoal,A,9000.0,5.99,0
9350,24.0,48000.0,Aluguel,7.0,0,Médico,B,5600.0,11.14,0
9351,22.0,66996.0,Aluguel,3.0,0,Educativo,B,20000.0,12.18,0
9352,23.0,74000.0,Aluguel,3.0,0,Médico,B,25000.0,10.36,1
9353,24.0,85000.0,Hipoteca,8.0,0,Médico,B,25600.0,12.69,0
9354,26.0,31836.0,Aluguel,1.0,0,Empreendimento,C,6400.0,14.35,0
9355,27.0,84000.0,Aluguel,7.0,0,Médico,C,12000.0,13.16,0
9356,29.0,135000.0,Hipoteca,0.0,0,Educativo,A,11000.0,8.94,0
9357,24.0,78000.0,Própria,6.0,0,Melhora do lar,B,4500.0,12.69,0
9358,26.0,45000.0,Aluguel,1.0,0,Pagamento de débitos,B,4000.0,12.21,0
9359,21.0,63250.0,Aluguel,2.0,0,Pessoal,B,6225.0,10.99,0
9360,21.0,104740.0,Hipoteca,5.0,0,Médico,B,19200.0,11.99,0
9361,26.0,28000.0,Aluguel,2.0,0,Melhora do lar,D,3250.0,14.59,1
9362,26.0,86502.0,Aluguel,7.0,0,Pessoal,B,8000.0,10.36,0
9363,27.0,39000.0,Aluguel,4.0,1,Pessoal,C,7000.0,13.79,1
9364,29.0,30000.0,Própria,0.0,0,Pessoal,A,10000.0,6.17,0
9365,21.0,40000.0,Aluguel,0.0,0,Educativo,B,16000.0,11.83,1
9366,26.0,30000.0,Aluguel,1.0,0,Pagamento de débitos,A,10000.0,6.99,1
9367,29.0,21864.0,Aluguel,1.0,0,Pessoal,B,4000.0,12.42,0
9368,36.0,59000.0,Aluguel,2.0,1,Médico,D,21000.0,14.11,1
9369,24.0,141000.0,Própria,8.0,0,Pessoal,A,10000.0,7.49,0
9370,23.0,100000.0,Hipoteca,4.0,1,Educativo,D,14000.0,17.58,0
9371,25.0,60000.0,Hipoteca,10.0,0,Pagamento de débitos,B,10000.0,11.49,0
9372,27.0,95000.0,Hipoteca,11.0,0,Empreendimento,C,18000.0,13.48,0
9373,27.0,83300.0,Aluguel,11.0,1,Médico,D,20000.0,16.0,1
9374,38.0,42000.0,Aluguel,3.0,0,Pessoal,B,2000.0,10.38,0
9375,28.0,78000.0,Aluguel,5.0,0,Pessoal,B,12000.0,10.62,0
9376,23.0,58650.0,Aluguel,7.0,1,Médico,C,15000.0,13.43,1
9377,44.0,83000.0,Outro,2.0,1,Educativo,D,12000.0,16.0,1
9378,32.0,45000.0,Hipoteca,8.0,0,Médico,A,9250.0,8.49,0
9379,33.0,27996.0,Aluguel,0.0,0,Empreendimento,A,4800.0,9.63,0
9380,22.0,45000.0,Hipoteca,6.0,0,Empreendimento,A,7000.0,8.94,0
9381,22.0,57600.0,Própria,6.0,0,Empreendimento,A,6500.0,7.49,0
9382,28.0,36000.0,Aluguel,0.0,0,Médico,B,10000.0,11.11,0
9383,22.0,71004.0,Aluguel,6.0,0,Educativo,B,1800.0,11.12,0
9384,22.0,67500.0,Aluguel,1.0,0,Empreendimento,B,7500.0,9.76,0
9385,31.0,37000.0,Hipoteca,12.0,1,Empreendimento,C,22000.0,12.73,0
9386,23.0,26000.0,Aluguel,2.0,0,Médico,A,3525.0,6.62,0
9387,22.0,54000.0,Aluguel,6.0,0,Educativo,C,10000.0,13.79,1
9388,26.0,90000.0,Hipoteca,2.0,0,Educativo,C,25000.0,11.09,0
9389,27.0,38500.0,Aluguel,0.0,0,Pagamento de débitos,B,11500.0,12.42,0
9390,31.0,125000.0,Própria,5.0,0,Médico,A,30000.0,7.51,0
9391,26.0,67150.0,Hipoteca,9.0,1,Médico,D,15000.0,14.11,1
9392,24.0,65000.0,Hipoteca,3.0,0,Educativo,B,12000.0,9.91,0
9393,28.0,63000.0,Aluguel,0.0,0,Médico,B,12000.0,10.37,0
9394,28.0,65007.0,Hipoteca,4.0,1,Pagamento de débitos,F,25000.0,18.62,1
9395,24.0,30000.0,Aluguel,2.0,0,Melhora do lar,C,6600.0,13.06,1
9396,30.0,72000.0,Hipoteca,8.0,1,Pagamento de débitos,C,4800.0,13.49,0
9397,28.0,39996.0,Aluguel,10.0,0,Educativo,D,5525.0,14.54,0
9398,34.0,27852.0,Própria,0.0,0,Pessoal,C,4200.0,12.84,0
9399,40.0,57000.0,Aluguel,1.0,0,Educativo,B,3000.0,10.0,0
9400,22.0,25000.0,Aluguel,0.0,0,Empreendimento,B,2975.0,9.96,0
9401,27.0,19200.0,Aluguel,2.0,0,Pessoal,B,5000.0,12.53,1
9402,31.0,32400.0,Hipoteca,4.0,0,Empreendimento,C,7500.0,13.48,0
9403,26.0,56000.0,Aluguel,6.0,0,Melhora do lar,C,8150.0,12.87,0
9404,22.0,59000.0,Hipoteca,4.0,0,Educativo,A,20000.0,6.91,0
9405,22.0,50000.0,Aluguel,6.0,0,Pagamento de débitos,A,5000.0,5.42,0
9406,44.0,48000.0,Hipoteca,9.0,0,Pagamento de débitos,B,5000.0,9.99,0
9407,22.0,31000.0,Hipoteca,0.0,0,Médico,C,3000.0,12.54,0
9408,23.0,46776.0,Própria,7.0,0,Empreendimento,D,15000.0,13.24,0
9409,22.0,25000.0,Aluguel,4.0,0,Empreendimento,B,8000.0,10.74,1
9410,32.0,160000.0,Hipoteca,0.0,0,Empreendimento,A,17400.0,7.88,0
9411,26.0,53688.0,Aluguel,11.0,0,Pagamento de débitos,A,3075.0,5.42,0
9412,43.0,19440.0,Aluguel,1.0,0,Melhora do lar,B,7500.0,9.01,1
9413,25.0,42360.0,Aluguel,1.0,1,Educativo,E,25000.0,16.35,1
9414,36.0,62400.0,Hipoteca,13.0,1,Empreendimento,C,14100.0,12.98,0
9415,22.0,37200.0,Aluguel,6.0,0,Pagamento de débitos,A,7000.0,7.9,1
9416,24.0,53004.0,Hipoteca,1.0,0,Pagamento de débitos,B,2400.0,10.36,0
9417,25.0,90000.0,Hipoteca,9.0,0,Pagamento de débitos,B,15000.0,12.18,0
9418,26.0,69700.0,Aluguel,4.0,1,Médico,D,13000.0,14.42,1
9419,26.0,50004.0,Hipoteca,10.0,0,Pessoal,A,5000.0,9.32,0
9420,48.0,70000.0,Hipoteca,2.0,0,Melhora do lar,A,21600.0,7.51,0
9421,22.0,70000.0,Hipoteca,3.0,0,Educativo,D,18000.0,14.42,0
9422,23.0,30000.0,Hipoteca,0.0,0,Pagamento de débitos,C,1000.0,13.72,0
9423,45.0,125004.0,Aluguel,7.0,0,Educativo,C,14000.0,12.61,0
9424,30.0,30000.0,Hipoteca,1.0,0,Empreendimento,A,10000.0,6.99,0
9425,53.0,110000.0,Aluguel,3.0,0,Empreendimento,A,6000.0,7.9,0
9426,26.0,67260.0,Hipoteca,9.0,0,Melhora do lar,A,6500.0,7.14,0
9427,31.0,41000.0,Aluguel,1.0,0,Educativo,D,5000.0,16.07,1
9428,32.0,31000.0,Aluguel,2.0,0,Educativo,D,7400.0,16.77,1
9429,23.0,60500.0,Hipoteca,4.0,1,Educativo,C,5000.0,14.27,0
9430,26.0,80952.0,Aluguel,6.0,0,Educativo,D,13200.0,16.77,0
9431,28.0,59000.0,Aluguel,0.0,0,Melhora do lar,E,6500.0,16.35,1
9432,26.0,69000.0,Aluguel,6.0,0,Melhora do lar,A,4200.0,6.62,0
9433,29.0,150000.0,Hipoteca,9.0,0,Melhora do lar,B,12000.0,10.62,0
9434,21.0,34000.0,Aluguel,5.0,0,Pagamento de débitos,C,7800.0,13.79,1
9435,32.0,90000.0,Aluguel,0.0,0,Pessoal,A,8000.0,7.88,0
9436,25.0,60000.0,Aluguel,9.0,0,Educativo,B,12000.0,12.21,0
9437,46.0,60000.0,Aluguel,9.0,0,Melhora do lar,D,15000.0,16.32,0
9438,40.0,132000.0,Aluguel,18.0,1,Educativo,C,11200.0,12.68,0
9439,24.0,115000.0,Aluguel,1.0,0,Melhora do lar,A,5000.0,8.9,0
9440,40.0,32878.0,Aluguel,6.0,1,Empreendimento,C,13775.0,12.98,1
9441,23.0,130000.0,Aluguel,4.0,1,Educativo,D,25000.0,16.02,0
9442,27.0,65000.0,Hipoteca,8.0,0,Médico,B,3000.0,12.42,0
9443,39.0,39996.0,Aluguel,9.0,0,Educativo,A,8000.0,7.14,0
9444,26.0,67500.0,Aluguel,0.0,0,Educativo,B,3000.0,8.88,0
9445,24.0,63996.0,Hipoteca,8.0,0,Médico,A,14400.0,9.63,0
9446,22.0,42996.0,Hipoteca,7.0,0,Melhora do lar,C,12000.0,13.79,1
9447,25.0,114000.0,Hipoteca,4.0,0,Educativo,A,10000.0,9.32,0
9448,24.0,35004.0,Hipoteca,3.0,0,Pessoal,A,9600.0,7.88,0
9449,40.0,69996.0,Aluguel,6.0,0,Médico,B,3000.0,10.75,0
9450,25.0,38340.0,Aluguel,9.0,0,Médico,B,12000.0,11.71,1
9451,31.0,14400.0,Aluguel,3.0,1,Melhora do lar,D,4750.0,14.59,1
9452,28.0,90000.0,Hipoteca,0.0,0,Médico,A,15000.0,7.88,0
9453,22.0,27600.0,Própria,0.0,0,Educativo,A,9600.0,8.59,0
9454,40.0,52479.0,Aluguel,17.0,0,Melhora do lar,D,6600.0,14.54,1
9455,22.0,50004.0,Aluguel,5.0,0,Educativo,D,5300.0,14.42,0
9456,23.0,78000.0,Hipoteca,4.0,0,Pessoal,A,15000.0,8.49,0
9457,29.0,42500.0,Aluguel,9.0,0,Empreendimento,A,15000.0,7.88,1
9458,25.0,60000.0,Aluguel,9.0,1,Médico,C,8400.0,13.99,0
9459,23.0,30000.0,Aluguel,3.0,1,Pessoal,D,3000.0,15.2,0
9460,23.0,128000.0,Hipoteca,7.0,1,Empreendimento,C,3000.0,14.72,0
9461,24.0,56000.0,Aluguel,1.0,0,Pagamento de débitos,C,15000.0,12.87,0
9462,60.0,49008.0,Própria,5.0,1,Pessoal,C,12000.0,13.79,0
9463,28.0,66725.0,Aluguel,3.0,1,Médico,D,9000.0,16.29,1
9464,22.0,30000.0,Hipoteca,6.0,0,Pagamento de débitos,C,5000.0,13.23,0
9465,27.0,60000.0,Hipoteca,5.0,0,Médico,A,6000.0,8.94,0
9466,22.0,53819.0,Aluguel,2.0,0,Educativo,A,6000.0,7.42,0
9467,40.0,60000.0,Hipoteca,2.0,0,Melhora do lar,A,14400.0,5.42,0
9468,23.0,102000.0,Hipoteca,7.0,0,Pagamento de débitos,B,25000.0,11.71,0
9469,27.0,20000.0,Aluguel,0.0,0,Educativo,B,5500.0,12.69,0
9470,32.0,40000.0,Hipoteca,16.0,0,Médico,A,16000.0,5.99,0
9471,26.0,120640.0,Aluguel,0.0,0,Educativo,C,9600.0,14.22,0
